from,to,intensity_forecast,intensity_actual,intensity_index
2024-07-09T05:30Z,2024-07-09T06:00Z,81,67,low
2024-07-09T06:00Z,2024-07-09T06:30Z,78,69,low
2024-07-09T06:30Z,2024-07-09T07:00Z,73,65,low
2024-07-09T07:00Z,2024-07-09T07:30Z,71,68,low
2024-07-09T07:30Z,2024-07-09T08:00Z,68,76,low
2024-07-09T08:00Z,2024-07-09T08:30Z,67,74,low
2024-07-09T08:30Z,2024-07-09T09:00Z,67,74,low
2024-07-09T09:00Z,2024-07-09T09:30Z,66,78,low
2024-07-09T09:30Z,2024-07-09T10:00Z,66,80,low
2024-07-09T10:00Z,2024-07-09T10:30Z,56,82,low
2024-07-09T10:30Z,2024-07-09T11:00Z,56,77,low
2024-07-09T11:00Z,2024-07-09T11:30Z,55,77,low
2024-07-09T11:30Z,2024-07-09T12:00Z,75,80,low
2024-07-09T12:00Z,2024-07-09T12:30Z,74,81,low
2024-07-09T12:30Z,2024-07-09T13:00Z,73,83,low
2024-07-09T13:00Z,2024-07-09T13:30Z,78,84,low
2024-07-09T13:30Z,2024-07-09T14:00Z,79,83,low
2024-07-09T14:00Z,2024-07-09T14:30Z,81,88,low
2024-07-09T14:30Z,2024-07-09T15:00Z,84,95,low
2024-07-09T15:00Z,2024-07-09T15:30Z,87,102,low
2024-07-09T15:30Z,2024-07-09T16:00Z,92,109,low
2024-07-09T16:00Z,2024-07-09T16:30Z,96,118,moderate
2024-07-09T16:30Z,2024-07-09T17:00Z,91,119,moderate
2024-07-09T17:00Z,2024-07-09T17:30Z,108,124,moderate
2024-07-09T17:30Z,2024-07-09T18:00Z,120,135,moderate
2024-07-09T18:00Z,2024-07-09T18:30Z,117,139,moderate
2024-07-09T18:30Z,2024-07-09T19:00Z,110,146,moderate
2024-07-09T19:00Z,2024-07-09T19:30Z,116,147,moderate
2024-07-09T19:30Z,2024-07-09T20:00Z,122,151,moderate
2024-07-09T20:00Z,2024-07-09T20:30Z,128,143,moderate
2024-07-09T20:30Z,2024-07-09T21:00Z,125,125,moderate
2024-07-09T21:00Z,2024-07-09T21:30Z,135,109,low
2024-07-09T21:30Z,2024-07-09T22:00Z,130,79,low
2024-07-09T22:00Z,2024-07-09T22:30Z,126,65,low
2024-07-09T22:30Z,2024-07-09T23:00Z,108,63,low
2024-07-09T23:00Z,2024-07-09T23:30Z,78,62,low
2024-07-09T23:30Z,2024-07-10T00:00Z,64,62,low
2024-07-10T00:00Z,2024-07-10T00:30Z,56,60,low
2024-07-10T00:30Z,2024-07-10T01:00Z,57,60,low
2024-07-10T01:00Z,2024-07-10T01:30Z,59,58,low
2024-07-10T01:30Z,2024-07-10T02:00Z,59,61,low
2024-07-10T02:00Z,2024-07-10T02:30Z,58,59,low
2024-07-10T02:30Z,2024-07-10T03:00Z,57,61,low
2024-07-10T03:00Z,2024-07-10T03:30Z,58,59,low
2024-07-10T03:30Z,2024-07-10T04:00Z,56,59,low
2024-07-10T04:00Z,2024-07-10T04:30Z,59,59,low
2024-07-10T04:30Z,2024-07-10T05:00Z,58,57,low
2024-07-10T05:00Z,2024-07-10T05:30Z,58,69,low
2024-07-10T05:30Z,2024-07-10T06:00Z,54,83,low
2024-07-10T06:00Z,2024-07-10T06:30Z,53,89,low
2024-07-10T06:30Z,2024-07-10T07:00Z,62,87,low
2024-07-10T07:00Z,2024-07-10T07:30Z,77,82,low
2024-07-10T07:30Z,2024-07-10T08:00Z,78,81,low
2024-07-10T08:00Z,2024-07-10T08:30Z,77,79,low
2024-07-10T08:30Z,2024-07-10T09:00Z,77,77,low
2024-07-10T09:00Z,2024-07-10T09:30Z,75,76,low
2024-07-10T09:30Z,2024-07-10T10:00Z,75,69,low
2024-07-10T10:00Z,2024-07-10T10:30Z,72,62,low
2024-07-10T10:30Z,2024-07-10T11:00Z,72,53,low
2024-07-10T11:00Z,2024-07-10T11:30Z,67,48,low
2024-07-10T11:30Z,2024-07-10T12:00Z,62,46,low
2024-07-10T12:00Z,2024-07-10T12:30Z,53,44,low
2024-07-10T12:30Z,2024-07-10T13:00Z,49,47,low
2024-07-10T13:00Z,2024-07-10T13:30Z,48,49,low
2024-07-10T13:30Z,2024-07-10T14:00Z,45,49,low
2024-07-10T14:00Z,2024-07-10T14:30Z,45,52,low
2024-07-10T14:30Z,2024-07-10T15:00Z,50,63,low
2024-07-10T15:00Z,2024-07-10T15:30Z,51,73,low
2024-07-10T15:30Z,2024-07-10T16:00Z,55,94,low
2024-07-10T16:00Z,2024-07-10T16:30Z,69,108,low
2024-07-10T16:30Z,2024-07-10T17:00Z,76,120,moderate
2024-07-10T17:00Z,2024-07-10T17:30Z,95,129,moderate
2024-07-10T17:30Z,2024-07-10T18:00Z,115,140,moderate
2024-07-10T18:00Z,2024-07-10T18:30Z,134,144,moderate
2024-07-10T18:30Z,2024-07-10T19:00Z,137,149,moderate
2024-07-10T19:00Z,2024-07-10T19:30Z,139,153,moderate
2024-07-10T19:30Z,2024-07-10T20:00Z,141,165,moderate
2024-07-10T20:00Z,2024-07-10T20:30Z,143,165,moderate
2024-07-10T20:30Z,2024-07-10T21:00Z,141,155,moderate
2024-07-10T21:00Z,2024-07-10T21:30Z,150,152,moderate
2024-07-10T21:30Z,2024-07-10T22:00Z,148,126,moderate
2024-07-10T22:00Z,2024-07-10T22:30Z,143,112,moderate
2024-07-10T22:30Z,2024-07-10T23:00Z,136,98,low
2024-07-10T23:00Z,2024-07-10T23:30Z,117,104,low
2024-07-10T23:30Z,2024-07-11T00:00Z,111,105,low
2024-07-11T00:00Z,2024-07-11T00:30Z,100,108,low
2024-07-11T00:30Z,2024-07-11T01:00Z,101,109,low
2024-07-11T01:00Z,2024-07-11T01:30Z,105,108,low
2024-07-11T01:30Z,2024-07-11T02:00Z,109,110,moderate
2024-07-11T02:00Z,2024-07-11T02:30Z,112,112,moderate
2024-07-11T02:30Z,2024-07-11T03:00Z,114,110,moderate
2024-07-11T03:00Z,2024-07-11T03:30Z,117,113,moderate
2024-07-11T03:30Z,2024-07-11T04:00Z,118,116,moderate
2024-07-11T04:00Z,2024-07-11T04:30Z,119,126,moderate
2024-07-11T04:30Z,2024-07-11T05:00Z,93,154,moderate
2024-07-11T05:00Z,2024-07-11T05:30Z,77,163,moderate
2024-07-11T05:30Z,2024-07-11T06:00Z,131,170,moderate
2024-07-11T06:00Z,2024-07-11T06:30Z,136,174,moderate
2024-07-11T06:30Z,2024-07-11T07:00Z,163,166,moderate
2024-07-11T07:00Z,2024-07-11T07:30Z,163,165,moderate
2024-07-11T07:30Z,2024-07-11T08:00Z,170,157,moderate
2024-07-11T08:00Z,2024-07-11T08:30Z,162,155,moderate
2024-07-11T08:30Z,2024-07-11T09:00Z,159,154,moderate
2024-07-11T09:00Z,2024-07-11T09:30Z,155,153,moderate
2024-07-11T09:30Z,2024-07-11T10:00Z,154,145,moderate
2024-07-11T10:00Z,2024-07-11T10:30Z,146,136,moderate
2024-07-11T10:30Z,2024-07-11T11:00Z,147,125,moderate
2024-07-11T11:00Z,2024-07-11T11:30Z,142,113,moderate
2024-07-11T11:30Z,2024-07-11T12:00Z,138,125,moderate
2024-07-11T12:00Z,2024-07-11T12:30Z,133,137,moderate
2024-07-11T12:30Z,2024-07-11T13:00Z,113,141,moderate
2024-07-11T13:00Z,2024-07-11T13:30Z,111,138,moderate
2024-07-11T13:30Z,2024-07-11T14:00Z,135,135,moderate
2024-07-11T14:00Z,2024-07-11T14:30Z,134,136,moderate
2024-07-11T14:30Z,2024-07-11T15:00Z,137,141,moderate
2024-07-11T15:00Z,2024-07-11T15:30Z,134,149,moderate
2024-07-11T15:30Z,2024-07-11T16:00Z,136,163,moderate
2024-07-11T16:00Z,2024-07-11T16:30Z,142,172,moderate
2024-07-11T16:30Z,2024-07-11T17:00Z,169,180,moderate
2024-07-11T17:00Z,2024-07-11T17:30Z,175,186,moderate
2024-07-11T17:30Z,2024-07-11T18:00Z,182,191,high
2024-07-11T18:00Z,2024-07-11T18:30Z,186,196,high
2024-07-11T18:30Z,2024-07-11T19:00Z,186,201,high
2024-07-11T19:00Z,2024-07-11T19:30Z,186,205,high
2024-07-11T19:30Z,2024-07-11T20:00Z,190,208,high
2024-07-11T20:00Z,2024-07-11T20:30Z,187,202,high
2024-07-11T20:30Z,2024-07-11T21:00Z,195,194,high
2024-07-11T21:00Z,2024-07-11T21:30Z,188,184,moderate
2024-07-11T21:30Z,2024-07-11T22:00Z,186,146,moderate
2024-07-11T22:00Z,2024-07-11T22:30Z,169,133,moderate
2024-07-11T22:30Z,2024-07-11T23:00Z,165,123,moderate
2024-07-11T23:00Z,2024-07-11T23:30Z,160,115,moderate
2024-07-11T23:30Z,2024-07-12T00:00Z,130,111,moderate
2024-07-12T00:00Z,2024-07-12T00:30Z,132,106,low
2024-07-12T00:30Z,2024-07-12T01:00Z,128,107,low
2024-07-12T01:00Z,2024-07-12T01:30Z,124,104,low
2024-07-12T01:30Z,2024-07-12T02:00Z,109,104,low
2024-07-12T02:00Z,2024-07-12T02:30Z,109,108,low
2024-07-12T02:30Z,2024-07-12T03:00Z,107,105,low
2024-07-12T03:00Z,2024-07-12T03:30Z,110,105,low
2024-07-12T03:30Z,2024-07-12T04:00Z,111,112,moderate
2024-07-12T04:00Z,2024-07-12T04:30Z,109,116,moderate
2024-07-12T04:30Z,2024-07-12T05:00Z,103,122,moderate
2024-07-12T05:00Z,2024-07-12T05:30Z,101,136,moderate
2024-07-12T05:30Z,2024-07-12T06:00Z,123,147,moderate
2024-07-12T06:00Z,2024-07-12T06:30Z,125,153,moderate
2024-07-12T06:30Z,2024-07-12T07:00Z,138,145,moderate
2024-07-12T07:00Z,2024-07-12T07:30Z,137,138,moderate
2024-07-12T07:30Z,2024-07-12T08:00Z,151,133,moderate
2024-07-12T08:00Z,2024-07-12T08:30Z,145,128,moderate
2024-07-12T08:30Z,2024-07-12T09:00Z,134,126,moderate
2024-07-12T09:00Z,2024-07-12T09:30Z,128,120,moderate
2024-07-12T09:30Z,2024-07-12T10:00Z,121,111,moderate
2024-07-12T10:00Z,2024-07-12T10:30Z,122,111,moderate
2024-07-12T10:30Z,2024-07-12T11:00Z,123,113,moderate
2024-07-12T11:00Z,2024-07-12T11:30Z,111,110,moderate
2024-07-12T11:30Z,2024-07-12T12:00Z,119,105,low
2024-07-12T12:00Z,2024-07-12T12:30Z,114,107,low
2024-07-12T12:30Z,2024-07-12T13:00Z,110,106,low
2024-07-12T13:00Z,2024-07-12T13:30Z,106,103,low
2024-07-12T13:30Z,2024-07-12T14:00Z,108,103,low
2024-07-12T14:00Z,2024-07-12T14:30Z,107,112,moderate
2024-07-12T14:30Z,2024-07-12T15:00Z,111,114,moderate
2024-07-12T15:00Z,2024-07-12T15:30Z,121,122,moderate
2024-07-12T15:30Z,2024-07-12T16:00Z,124,126,moderate
2024-07-12T16:00Z,2024-07-12T16:30Z,132,127,moderate
2024-07-12T16:30Z,2024-07-12T17:00Z,135,130,moderate
2024-07-12T17:00Z,2024-07-12T17:30Z,139,129,moderate
2024-07-12T17:30Z,2024-07-12T18:00Z,134,135,moderate
2024-07-12T18:00Z,2024-07-12T18:30Z,141,135,moderate
2024-07-12T18:30Z,2024-07-12T19:00Z,140,138,moderate
2024-07-12T19:00Z,2024-07-12T19:30Z,138,137,moderate
2024-07-12T19:30Z,2024-07-12T20:00Z,142,140,moderate
2024-07-12T20:00Z,2024-07-12T20:30Z,141,141,moderate
2024-07-12T20:30Z,2024-07-12T21:00Z,134,142,moderate
2024-07-12T21:00Z,2024-07-12T21:30Z,142,124,moderate
2024-07-12T21:30Z,2024-07-12T22:00Z,141,81,low
2024-07-12T22:00Z,2024-07-12T22:30Z,127,74,low
2024-07-12T22:30Z,2024-07-12T23:00Z,85,78,low
2024-07-12T23:00Z,2024-07-12T23:30Z,91,78,low
2024-07-12T23:30Z,2024-07-13T00:00Z,91,73,low
2024-07-13T00:00Z,2024-07-13T00:30Z,78,71,low
2024-07-13T00:30Z,2024-07-13T01:00Z,77,69,low
2024-07-13T01:00Z,2024-07-13T01:30Z,75,66,low
2024-07-13T01:30Z,2024-07-13T02:00Z,74,66,low
2024-07-13T02:00Z,2024-07-13T02:30Z,71,67,low
2024-07-13T02:30Z,2024-07-13T03:00Z,71,66,low
2024-07-13T03:00Z,2024-07-13T03:30Z,72,66,low
2024-07-13T03:30Z,2024-07-13T04:00Z,72,69,low
2024-07-13T04:00Z,2024-07-13T04:30Z,73,71,low
2024-07-13T04:30Z,2024-07-13T05:00Z,75,76,low
2024-07-13T05:00Z,2024-07-13T05:30Z,74,81,low
2024-07-13T05:30Z,2024-07-13T06:00Z,78,71,low
2024-07-13T06:00Z,2024-07-13T06:30Z,83,69,low
2024-07-13T06:30Z,2024-07-13T07:00Z,76,75,low
2024-07-13T07:00Z,2024-07-13T07:30Z,71,82,low
2024-07-13T07:30Z,2024-07-13T08:00Z,75,88,low
2024-07-13T08:00Z,2024-07-13T08:30Z,85,90,low
2024-07-13T08:30Z,2024-07-13T09:00Z,86,91,low
2024-07-13T09:00Z,2024-07-13T09:30Z,87,87,low
2024-07-13T09:30Z,2024-07-13T10:00Z,91,87,low
2024-07-13T10:00Z,2024-07-13T10:30Z,87,88,low
2024-07-13T10:30Z,2024-07-13T11:00Z,85,86,low
2024-07-13T11:00Z,2024-07-13T11:30Z,88,82,low
2024-07-13T11:30Z,2024-07-13T12:00Z,87,79,low
2024-07-13T12:00Z,2024-07-13T12:30Z,84,75,low
2024-07-13T12:30Z,2024-07-13T13:00Z,80,72,low
2024-07-13T13:00Z,2024-07-13T13:30Z,81,71,low
2024-07-13T13:30Z,2024-07-13T14:00Z,75,72,low
2024-07-13T14:00Z,2024-07-13T14:30Z,77,79,low
2024-07-13T14:30Z,2024-07-13T15:00Z,74,88,low
2024-07-13T15:00Z,2024-07-13T15:30Z,79,96,low
2024-07-13T15:30Z,2024-07-13T16:00Z,86,102,low
2024-07-13T16:00Z,2024-07-13T16:30Z,95,109,low
2024-07-13T16:30Z,2024-07-13T17:00Z,93,105,low
2024-07-13T17:00Z,2024-07-13T17:30Z,103,107,low
2024-07-13T17:30Z,2024-07-13T18:00Z,104,112,moderate
2024-07-13T18:00Z,2024-07-13T18:30Z,113,112,moderate
2024-07-13T18:30Z,2024-07-13T19:00Z,109,115,moderate
2024-07-13T19:00Z,2024-07-13T19:30Z,112,111,moderate
2024-07-13T19:30Z,2024-07-13T20:00Z,111,119,moderate
2024-07-13T20:00Z,2024-07-13T20:30Z,110,122,moderate
2024-07-13T20:30Z,2024-07-13T21:00Z,119,118,moderate
2024-07-13T21:00Z,2024-07-13T21:30Z,122,105,low
2024-07-13T21:30Z,2024-07-13T22:00Z,128,81,low
2024-07-13T22:00Z,2024-07-13T22:30Z,116,70,low
2024-07-13T22:30Z,2024-07-13T23:00Z,90,63,low
2024-07-13T23:00Z,2024-07-13T23:30Z,93,62,low
2024-07-13T23:30Z,2024-07-14T00:00Z,91,65,low
2024-07-14T00:00Z,2024-07-14T00:30Z,64,65,low
2024-07-14T00:30Z,2024-07-14T01:00Z,66,68,low
2024-07-14T01:00Z,2024-07-14T01:30Z,67,68,low
2024-07-14T01:30Z,2024-07-14T02:00Z,69,68,low
2024-07-14T02:00Z,2024-07-14T02:30Z,69,66,low
2024-07-14T02:30Z,2024-07-14T03:00Z,69,64,low
2024-07-14T03:00Z,2024-07-14T03:30Z,68,62,low
2024-07-14T03:30Z,2024-07-14T04:00Z,66,62,low
2024-07-14T04:00Z,2024-07-14T04:30Z,62,65,low
2024-07-14T04:30Z,2024-07-14T05:00Z,66,62,low
2024-07-14T05:00Z,2024-07-14T05:30Z,67,72,low
2024-07-14T05:30Z,2024-07-14T06:00Z,65,73,low
2024-07-14T06:00Z,2024-07-14T06:30Z,70,67,low
2024-07-14T06:30Z,2024-07-14T07:00Z,73,56,low
2024-07-14T07:00Z,2024-07-14T07:30Z,71,57,low
2024-07-14T07:30Z,2024-07-14T08:00Z,59,53,low
2024-07-14T08:00Z,2024-07-14T08:30Z,53,47,low
2024-07-14T08:30Z,2024-07-14T09:00Z,51,46,low
2024-07-14T09:00Z,2024-07-14T09:30Z,47,47,low
2024-07-14T09:30Z,2024-07-14T10:00Z,46,51,low
2024-07-14T10:00Z,2024-07-14T10:30Z,46,52,low
2024-07-14T10:30Z,2024-07-14T11:00Z,50,56,low
2024-07-14T11:00Z,2024-07-14T11:30Z,52,60,low
2024-07-14T11:30Z,2024-07-14T12:00Z,55,62,low
2024-07-14T12:00Z,2024-07-14T12:30Z,60,63,low
2024-07-14T12:30Z,2024-07-14T13:00Z,64,64,low
2024-07-14T13:00Z,2024-07-14T13:30Z,65,65,low
2024-07-14T13:30Z,2024-07-14T14:00Z,66,68,low
2024-07-14T14:00Z,2024-07-14T14:30Z,70,75,low
2024-07-14T14:30Z,2024-07-14T15:00Z,69,82,low
2024-07-14T15:00Z,2024-07-14T15:30Z,76,93,low
2024-07-14T15:30Z,2024-07-14T16:00Z,83,99,low
2024-07-14T16:00Z,2024-07-14T16:30Z,98,111,moderate
2024-07-14T16:30Z,2024-07-14T17:00Z,102,118,moderate
2024-07-14T17:00Z,2024-07-14T17:30Z,118,122,moderate
2024-07-14T17:30Z,2024-07-14T18:00Z,122,128,moderate
2024-07-14T18:00Z,2024-07-14T18:30Z,125,132,moderate
2024-07-14T18:30Z,2024-07-14T19:00Z,134,132,moderate
2024-07-14T19:00Z,2024-07-14T19:30Z,137,135,moderate
2024-07-14T19:30Z,2024-07-14T20:00Z,134,145,moderate
2024-07-14T20:00Z,2024-07-14T20:30Z,135,145,moderate
2024-07-14T20:30Z,2024-07-14T21:00Z,146,144,moderate
2024-07-14T21:00Z,2024-07-14T21:30Z,147,142,moderate
2024-07-14T21:30Z,2024-07-14T22:00Z,151,119,moderate
2024-07-14T22:00Z,2024-07-14T22:30Z,146,114,moderate
2024-07-14T22:30Z,2024-07-14T23:00Z,127,110,moderate
2024-07-14T23:00Z,2024-07-14T23:30Z,127,112,moderate
2024-07-14T23:30Z,2024-07-15T00:00Z,130,107,low
2024-07-15T00:00Z,2024-07-15T00:30Z,120,112,moderate
2024-07-15T00:30Z,2024-07-15T01:00Z,114,118,moderate
2024-07-15T01:00Z,2024-07-15T01:30Z,117,120,moderate
2024-07-15T01:30Z,2024-07-15T02:00Z,127,121,moderate
2024-07-15T02:00Z,2024-07-15T02:30Z,129,126,moderate
2024-07-15T02:30Z,2024-07-15T03:00Z,130,127,moderate
2024-07-15T03:00Z,2024-07-15T03:30Z,131,129,moderate
2024-07-15T03:30Z,2024-07-15T04:00Z,133,137,moderate
2024-07-15T04:00Z,2024-07-15T04:30Z,135,142,moderate
2024-07-15T04:30Z,2024-07-15T05:00Z,141,152,moderate
2024-07-15T05:00Z,2024-07-15T05:30Z,154,165,moderate
2024-07-15T05:30Z,2024-07-15T06:00Z,159,184,moderate
2024-07-15T06:00Z,2024-07-15T06:30Z,161,187,moderate
2024-07-15T06:30Z,2024-07-15T07:00Z,192,182,moderate
2024-07-15T07:00Z,2024-07-15T07:30Z,180,179,moderate
2024-07-15T07:30Z,2024-07-15T08:00Z,179,179,moderate
2024-07-15T08:00Z,2024-07-15T08:30Z,176,179,moderate
2024-07-15T08:30Z,2024-07-15T09:00Z,172,176,moderate
2024-07-15T09:00Z,2024-07-15T09:30Z,173,174,moderate
2024-07-15T09:30Z,2024-07-15T10:00Z,168,174,moderate
2024-07-15T10:00Z,2024-07-15T10:30Z,168,172,moderate
2024-07-15T10:30Z,2024-07-15T11:00Z,164,172,moderate
2024-07-15T11:00Z,2024-07-15T11:30Z,167,173,moderate
2024-07-15T11:30Z,2024-07-15T12:00Z,168,175,moderate
2024-07-15T12:00Z,2024-07-15T12:30Z,165,178,moderate
2024-07-15T12:30Z,2024-07-15T13:00Z,168,181,moderate
2024-07-15T13:00Z,2024-07-15T13:30Z,169,190,high
2024-07-15T13:30Z,2024-07-15T14:00Z,173,178,moderate
2024-07-15T14:00Z,2024-07-15T14:30Z,180,186,moderate
2024-07-15T14:30Z,2024-07-15T15:00Z,175,189,moderate
2024-07-15T15:00Z,2024-07-15T15:30Z,180,185,moderate
2024-07-15T15:30Z,2024-07-15T16:00Z,181,187,moderate
2024-07-15T16:00Z,2024-07-15T16:30Z,180,188,moderate
2024-07-15T16:30Z,2024-07-15T17:00Z,184,189,moderate
2024-07-15T17:00Z,2024-07-15T17:30Z,189,193,high
2024-07-15T17:30Z,2024-07-15T18:00Z,187,201,high
2024-07-15T18:00Z,2024-07-15T18:30Z,197,203,high
2024-07-15T18:30Z,2024-07-15T19:00Z,196,204,high
2024-07-15T19:00Z,2024-07-15T19:30Z,197,205,high
2024-07-15T19:30Z,2024-07-15T20:00Z,199,204,high
2024-07-15T20:00Z,2024-07-15T20:30Z,195,195,high
2024-07-15T20:30Z,2024-07-15T21:00Z,191,175,moderate
2024-07-15T21:00Z,2024-07-15T21:30Z,192,166,moderate
2024-07-15T21:30Z,2024-07-15T22:00Z,173,123,moderate
2024-07-15T22:00Z,2024-07-15T22:30Z,163,109,low
2024-07-15T22:30Z,2024-07-15T23:00Z,125,111,moderate
2024-07-15T23:00Z,2024-07-15T23:30Z,123,100,low
2024-07-15T23:30Z,2024-07-16T00:00Z,115,103,low
2024-07-16T00:00Z,2024-07-16T00:30Z,100,96,low
2024-07-16T00:30Z,2024-07-16T01:00Z,103,83,low
2024-07-16T01:00Z,2024-07-16T01:30Z,104,73,low
2024-07-16T01:30Z,2024-07-16T02:00Z,91,77,low
2024-07-16T02:00Z,2024-07-16T02:30Z,77,76,low
2024-07-16T02:30Z,2024-07-16T03:00Z,78,71,low
2024-07-16T03:00Z,2024-07-16T03:30Z,80,73,low
2024-07-16T03:30Z,2024-07-16T04:00Z,72,82,low
2024-07-16T04:00Z,2024-07-16T04:30Z,74,89,low
2024-07-16T04:30Z,2024-07-16T05:00Z,83,115,moderate
2024-07-16T05:00Z,2024-07-16T05:30Z,93,144,moderate
2024-07-16T05:30Z,2024-07-16T06:00Z,110,166,moderate
2024-07-16T06:00Z,2024-07-16T06:30Z,135,170,moderate
2024-07-16T06:30Z,2024-07-16T07:00Z,159,169,moderate
2024-07-16T07:00Z,2024-07-16T07:30Z,152,166,moderate
2024-07-16T07:30Z,2024-07-16T08:00Z,151,165,moderate
2024-07-16T08:00Z,2024-07-16T08:30Z,159,163,moderate
2024-07-16T08:30Z,2024-07-16T09:00Z,158,158,moderate
2024-07-16T09:00Z,2024-07-16T09:30Z,141,155,moderate
2024-07-16T09:30Z,2024-07-16T10:00Z,142,148,moderate
2024-07-16T10:00Z,2024-07-16T10:30Z,136,145,moderate
2024-07-16T10:30Z,2024-07-16T11:00Z,135,138,moderate
2024-07-16T11:00Z,2024-07-16T11:30Z,128,131,moderate
2024-07-16T11:30Z,2024-07-16T12:00Z,122,120,moderate
2024-07-16T12:00Z,2024-07-16T12:30Z,116,117,moderate
2024-07-16T12:30Z,2024-07-16T13:00Z,109,113,moderate
2024-07-16T13:00Z,2024-07-16T13:30Z,105,111,moderate
2024-07-16T13:30Z,2024-07-16T14:00Z,102,108,low
2024-07-16T14:00Z,2024-07-16T14:30Z,102,111,moderate
2024-07-16T14:30Z,2024-07-16T15:00Z,101,118,moderate
2024-07-16T15:00Z,2024-07-16T15:30Z,106,122,moderate
2024-07-16T15:30Z,2024-07-16T16:00Z,113,128,moderate
2024-07-16T16:00Z,2024-07-16T16:30Z,114,135,moderate
2024-07-16T16:30Z,2024-07-16T17:00Z,119,144,moderate
2024-07-16T17:00Z,2024-07-16T17:30Z,127,150,moderate
2024-07-16T17:30Z,2024-07-16T18:00Z,139,156,moderate
2024-07-16T18:00Z,2024-07-16T18:30Z,146,162,moderate
2024-07-16T18:30Z,2024-07-16T19:00Z,155,163,moderate
2024-07-16T19:00Z,2024-07-16T19:30Z,157,173,moderate
2024-07-16T19:30Z,2024-07-16T20:00Z,160,180,moderate
2024-07-16T20:00Z,2024-07-16T20:30Z,167,183,moderate
2024-07-16T20:30Z,2024-07-16T21:00Z,170,187,moderate
2024-07-16T21:00Z,2024-07-16T21:30Z,166,181,moderate
2024-07-16T21:30Z,2024-07-16T22:00Z,166,167,moderate
2024-07-16T22:00Z,2024-07-16T22:30Z,163,156,moderate
2024-07-16T22:30Z,2024-07-16T23:00Z,157,148,moderate
2024-07-16T23:00Z,2024-07-16T23:30Z,155,139,moderate
2024-07-16T23:30Z,2024-07-17T00:00Z,152,133,moderate
2024-07-17T00:00Z,2024-07-17T00:30Z,128,129,moderate
2024-07-17T00:30Z,2024-07-17T01:00Z,124,129,moderate
2024-07-17T01:00Z,2024-07-17T01:30Z,122,128,moderate
2024-07-17T01:30Z,2024-07-17T02:00Z,120,131,moderate
2024-07-17T02:00Z,2024-07-17T02:30Z,118,131,moderate
2024-07-17T02:30Z,2024-07-17T03:00Z,122,135,moderate
2024-07-17T03:00Z,2024-07-17T03:30Z,121,137,moderate
2024-07-17T03:30Z,2024-07-17T04:00Z,128,143,moderate
2024-07-17T04:00Z,2024-07-17T04:30Z,134,153,moderate
2024-07-17T04:30Z,2024-07-17T05:00Z,139,185,moderate
2024-07-17T05:00Z,2024-07-17T05:30Z,154,191,high
2024-07-17T05:30Z,2024-07-17T06:00Z,179,189,moderate
2024-07-17T06:00Z,2024-07-17T06:30Z,191,185,moderate
2024-07-17T06:30Z,2024-07-17T07:00Z,181,172,moderate
2024-07-17T07:00Z,2024-07-17T07:30Z,172,165,moderate
2024-07-17T07:30Z,2024-07-17T08:00Z,153,158,moderate
2024-07-17T08:00Z,2024-07-17T08:30Z,151,148,moderate
2024-07-17T08:30Z,2024-07-17T09:00Z,143,144,moderate
2024-07-17T09:00Z,2024-07-17T09:30Z,134,141,moderate
2024-07-17T09:30Z,2024-07-17T10:00Z,121,134,moderate
2024-07-17T10:00Z,2024-07-17T10:30Z,131,131,moderate
2024-07-17T10:30Z,2024-07-17T11:00Z,124,129,moderate
2024-07-17T11:00Z,2024-07-17T11:30Z,128,131,moderate
2024-07-17T11:30Z,2024-07-17T12:00Z,121,133,moderate
2024-07-17T12:00Z,2024-07-17T12:30Z,123,129,moderate
2024-07-17T12:30Z,2024-07-17T13:00Z,120,130,moderate
2024-07-17T13:00Z,2024-07-17T13:30Z,121,133,moderate
2024-07-17T13:30Z,2024-07-17T14:00Z,120,131,moderate
2024-07-17T14:00Z,2024-07-17T14:30Z,133,136,moderate
2024-07-17T14:30Z,2024-07-17T15:00Z,129,145,moderate
2024-07-17T15:00Z,2024-07-17T15:30Z,137,150,moderate
2024-07-17T15:30Z,2024-07-17T16:00Z,144,161,moderate
2024-07-17T16:00Z,2024-07-17T16:30Z,147,171,moderate
2024-07-17T16:30Z,2024-07-17T17:00Z,159,182,moderate
2024-07-17T17:00Z,2024-07-17T17:30Z,164,187,moderate
2024-07-17T17:30Z,2024-07-17T18:00Z,182,192,high
2024-07-17T18:00Z,2024-07-17T18:30Z,186,196,high
2024-07-17T18:30Z,2024-07-17T19:00Z,182,206,high
2024-07-17T19:00Z,2024-07-17T19:30Z,183,208,high
2024-07-17T19:30Z,2024-07-17T20:00Z,185,220,high
2024-07-17T20:00Z,2024-07-17T20:30Z,186,222,high
2024-07-17T20:30Z,2024-07-17T21:00Z,194,207,high
2024-07-17T21:00Z,2024-07-17T21:30Z,198,193,high
2024-07-17T21:30Z,2024-07-17T22:00Z,183,136,moderate
2024-07-17T22:00Z,2024-07-17T22:30Z,180,119,moderate
2024-07-17T22:30Z,2024-07-17T23:00Z,137,114,moderate
2024-07-17T23:00Z,2024-07-17T23:30Z,136,115,moderate
2024-07-17T23:30Z,2024-07-18T00:00Z,139,113,moderate
2024-07-18T00:00Z,2024-07-18T00:30Z,115,112,moderate
